sentence,labels
",",O
providing,O
a,O
convenient,O
option,O
for,O
grabbing,O
something,O
when,O
you,O
',O
re,O
in,O
a,O
rush,O
.,O
sep,sep
??O,
The,O
Laundry,B-LOCATION
Folding,I-LOCATION
Area,I-LOCATION
was,O
spacious,O
and,O
well,O
-,O
lit,O
",",O
with,O
large,O
tables,O
where,O
I,O
could,O
neatly,O
fold,O
my,O
clothes,O
after,O
drying,O
them,O
.,O
sep,sep
??O,
The,O
Yoga,B-LOCATION
Studio,I-LOCATION
on,O
the,O
second,O
floor,O
provided,O
a,O
peaceful,O
environment,O
where,O
I,O
could,O
attend,O
weekly,O
classes,O
and,O
practice,O
relaxation,O
.,O
sep,sep
??O,
The,O
Barbecue,B-LOCATION
Pavilion,I-LOCATION
was,O
perfect,O
for,O
weekend,O
get,O
-,O
togethers,O
",",O
featuring,O
grills,O
and,O
plenty,O
of,O
seating,O
for,O
family,O
and,O
friends,O
.,O
sep,sep
??O,
I,O
needed,O
a,O
place,O
to,O
focus,O
",",O
so,O
I,O
went,O
to,O
the,O
Conference,B-LOCATION
Center,I-LOCATION
",",O
which,O
had,O
a,O
professional,O
setting,O
for,O
meetings,O
and,O
small,O
conferences,O
.,O
sep,sep
??O,
The,O
Car,B-LOCATION
Wash,I-LOCATION
Station,I-LOCATION
was,O
located,O
in,O
the,O
underground,O
parking,O
garage,O
",",O
allowing,O
residents,O
to,O
wash,O
their,O
cars,O
without,O
leaving,O
the,O
building,O
.,O
sep,sep
??O,
The,O
Music,B-LOCATION
Room,I-LOCATION
was,O
equipped,O
with,O
a,O
piano,O
and,O
sound,O
system,O
",",O
offering,O
a,O
place,O
for,O
residents,O
to,O
practice,O
or,O
play,O
music,O
together,O
.,O
sep,sep
??O,
The,O
Fire,B-LOCATION
Exit,I-LOCATION
Stairwell,I-LOCATION
was,O
a,O
designated,O
safety,O
path,O
",",O
providing,O
a,O
secure,O
route,O
for,O
evacuations,O
in,O
case,O
of,O
emergency,O
.,O
sep,sep
??O,
The,O
Outdoor,B-LOCATION
Fitness,I-LOCATION
Zone,I-LOCATION
was,O
equipped,O
with,O
exercise,O
machines,O
",",O
making,O
it,O
a,O
great,O
place,O
to,O
work,O
out,O
in,O
the,O
fresh,O
air,O
",",O
just,O
outside,O
the,O
building,O
.,O
sep,sep
??O,
After,O
the,O
workout,O
",",O
you,O
can,O
head,O
to,O
The,B-LOCATION
Locker,I-LOCATION
Room,I-LOCATION
to,O
shower,O
and,O
change,O
into,O
your,O
casual,O
clothes,O
.,O
sep,sep
??O,
The,O
next,O
game,O
will,O
be,O
held,O
in,O
The,B-LOCATION
Main,I-LOCATION
Arena,I-LOCATION
",",O
where,O
the,O
team,O
will,O
compete,O
in,O
front,O
of,O
a,O
large,O
crowd,O
.,O
sep,sep
??O,
The,O
coach,O
will,O
meet,O
the,O
players,O
in,O
The,B-LOCATION
Strategy,I-LOCATION
Room,I-LOCATION
to,O
discuss,O
the,O
game,O
plan,O
before,O
heading,O
to,O
The,B-LOCATION
Training,I-LOCATION
Hall,I-LOCATION
for,O
practice,O
.,O
sep,sep
??O,
The,B-LOCATION
Cardio,I-LOCATION
Room,I-LOCATION
is,O
where,O
you,O
can,O
find,O
various,O
machines,O
like,O
treadmills,O
and,O
stationary,O
bikes,O
for,O
a,O
full,O
cardiovascular,O
workout,O
.,O
sep,sep
??O,
Please,O
wait,O
in,O
The,B-LOCATION
Spectator,I-LOCATION
Area,I-LOCATION
while,O
the,O
athletes,O
finish,O
their,O
warm,O
-,O
up,O
and,O
prepare,O
for,O
the,O
match,O
to,O
begin,O
.,O
sep,sep
??O,
After,O
the,O
game,O
",",O
the,O
players,O
will,O
be,O
conducting,O
a,O
press,O
conference,O
in,O
The,B-LOCATION
Media,I-LOCATION
Room,I-LOCATION
",",O
where,O
they,O
??O,
ll,O
answer,O
questions,O
from,O
the,O
reporters,O
.,O
sep,sep
??O,
The,O
gymnasts,O
will,O
be,O
training,O
in,O
The,B-LOCATION
Gymnastics,I-LOCATION
Hall,I-LOCATION
today,O
",",O
working,O
on,O
their,O
routines,O
for,O
the,O
upcoming,O
competition,O
.,O
sep,sep
??O,
We,O
have,O
a,O
private,O
meeting,O
scheduled,O
in,O
The,B-LOCATION
VIP,I-LOCATION
Lounge,I-LOCATION
",",O
where,O
the,O
sponsors,O
and,O
special,O
guests,O
will,O
be,O
hosted,O
during,O
the,O
event,O
.,O
sep,sep
??O,
The,O
fitness,O
classes,O
will,O
be,O
held,O
in,O
The,B-LOCATION
Aerobics,I-LOCATION
Room,I-LOCATION
",",O
where,O
participants,O
can,O
follow,O
along,O
with,O
the,O
instructor,O
??O,
s,O
guidance,O
.,O
sep,sep
??O,
The,B-LOCATION
Strength,I-LOCATION
Training,I-LOCATION
Room,I-LOCATION
is,O
fully,O
equipped,O
with,O
weights,O
and,O
resistance,O
machines,O
to,O
help,O
build,O
muscle,O
and,O
improve,O
overall,O
strength,O
.,O
sep,sep
??O,
After,O
the,O
competition,O
",",O
the,O
athletes,O
will,O
cool,O
down,O
and,O
relax,O
in,O
The,B-LOCATION
Recovery,I-LOCATION
Room,I-LOCATION
",",O
which,O
is,O
designed,O
to,O
aid,O
in,O
muscle,O
recovery,O
.,O
sep,sep
??O,
The,O
dance,O
troupe,O
will,O
be,O
practicing,O
their,O
new,O
routine,O
in,O
The,B-LOCATION
Dance,I-LOCATION
Studio,I-LOCATION
",",O
with,O
mirrors,O
on,O
the,O
walls,O
to,O
perfect,O
their,O
movements,O
.,O
sep,sep
??O,
The,B-LOCATION
Basketball,I-LOCATION
Court,I-LOCATION
is,O
where,O
all,O
of,O
our,O
team,O
??O,
s,O
home,O
games,O
are,O
played,O
",",O
and,O
it,O
??O,
s,O
where,O
we,O
host,O
local,O
tournaments,O
throughout,O
the,O
year,O
.,O
sep,sep
??O,
The,O
physical,O
therapy,O
team,O
will,O
be,O
working,O
with,O
athletes,O
in,O
The,B-LOCATION
Rehabilitation,I-LOCATION
Room,I-LOCATION
",",O
helping,O
them,O
recover,O
from,O
injuries,O
with,O
tailored,O
exercises,O
.,O
sep,sep
??O,
The,B-LOCATION
VIP,I-LOCATION
Box,I-LOCATION
overlooks,O
the,O
main,O
arena,O
and,O
is,O
the,O
best,O
place,O
to,O
watch,O
the,O
game,O
in,O
comfort,O
",",O
with,O
premium,O
seating,O
and,O
refreshments,O
.,O
sep,sep
??O,
The,B-LOCATION
Pool,I-LOCATION
Area,I-LOCATION
is,O
available,O
for,O
swimming,O
laps,O
",",O
water,O
aerobics,O
",",O
and,O
relaxation,O
",",O
equipped,O
with,O
both,O
shallow,O
and,O
deep,O
areas,O
for,O
various,O
activities,O
.,O
sep,sep
??O,
The,B-LOCATION
Indoor,I-LOCATION
Track,I-LOCATION
allows,O
runners,O
to,O
train,O
indoors,O
when,O
the,O
weather,O
doesn,O
??O,
t,O
permit,O
outdoor,O
activities,O
",",O
offering,O
a,O
perfect,O
environment,O
for,O
sprints,O
and,O
long,O
-,O
distance,O
runs,O
.,O
sep,sep
??O,
After,O
the,O
match,O
",",O
we,O
??O,
ll,O
be,O
gathering,O
in,O
The,B-LOCATION
Post,I-LOCATION
-,I-LOCATION
Game,I-LOCATION
Lounge,I-LOCATION
to,O
unwind,O
and,O
discuss,O
the,O
highlights,O
of,O
the,O
game,O
.,O
sep,sep
??O,
The,B-LOCATION
Tennis,I-LOCATION
Courts,I-LOCATION
are,O
available,O
for,O
both,O
singles,O
and,O
doubles,O
play,O
",",O
with,O
nets,O
that,O
are,O
adjusted,O
for,O
each,O
game,O
.,O
sep,sep
??O,
The,O
athletes,O
are,O
practicing,O
their,O
shots,O
in,O
The,B-LOCATION
Shooting,I-LOCATION
Range,I-LOCATION
",",O
focusing,O
on,O
precision,O
and,O
accuracy,O
for,O
the,O
upcoming,O
championship,O
.,O
sep,sep
??O,
The,B-LOCATION
Soccer,I-LOCATION
Field,I-LOCATION
is,O
where,O
our,O
team,O
plays,O
their,O
home,O
games,O
",",O
and,O
it,O
??O,
s,O
always,O
filled,O
with,O
fans,O
cheering,O
from,O
the,O
stands,O
.,O
sep,sep
??O,
The,O
coaches,O
are,O
reviewing,O
the,O
game,O
footage,O
in,O
The,B-LOCATION
Video,I-LOCATION
Analysis,I-LOCATION
Room,I-LOCATION
",",O
where,O
they,O
break,O
down,O
each,O
play,O
to,O
improve,O
performance,O
.,O
sep,sep
??O,
The,B-LOCATION
Outdoor,I-LOCATION
Stadium,I-LOCATION
is,O
used,O
for,O
large,O
events,O
like,O
track,O
and,O
field,O
competitions,O
",",O
providing,O
ample,O
seating,O
for,O
spectators,O
.,O
sep,sep
??O,
The,B-LOCATION
High,I-LOCATION
-,I-LOCATION
Performance,I-LOCATION
Training,I-LOCATION
Room,I-LOCATION
is,O
equipped,O
with,O
specialized,O
equipment,O
to,O
help,O
athletes,O
enhance,O
their,O
skills,O
and,O
speed,O
.,O
sep,sep
??O,
The,O
event,O
staff,O
will,O
be,O
stationed,O
in,O
The,B-LOCATION
Event,I-LOCATION
Coordination,I-LOCATION
Office,I-LOCATION
",",O
ensuring,O
everything,O
runs,O
smoothly,O
during,O
the,O
competition,O
.,O
sep,sep
??O,
The,B-LOCATION
Martial,I-LOCATION
Arts,I-LOCATION
Studio,I-LOCATION
is,O
where,O
fighters,O
practice,O
their,O
moves,O
and,O
techniques,O
",",O
focusing,O
on,O
strength,O
",",O
flexibility,O
",",O
and,O
discipline,O
.,O
sep,sep
??O,
The,O
children,O
??O,
s,O
swim,O
lessons,O
are,O
held,O
in,O
The,B-LOCATION
Kids,I-LOCATION
',I-LOCATION
Pool,I-LOCATION
",",O
a,O
shallow,O
area,O
designed,O
for,O
young,O
swimmers,O
to,O
learn,O
safely,O
.,O
sep,sep
??O,
The,O
players,O
will,O
meet,O
with,O
the,O
team,O
psychologist,O
in,O
The,B-LOCATION
Counseling,I-LOCATION
Room,I-LOCATION
",",O
where,O
they,O
can,O
discuss,O
mental,O
health,O
and,O
strategies,O
for,O
dealing,O
with,O
competition,O
stress,O
.,O
sep,sep
??O,
The,B-LOCATION
Wrestling,I-LOCATION
Ring,I-LOCATION
is,O
set,O
up,O
for,O
practice,O
and,O
sparring,O
",",O
giving,O
wrestlers,O
a,O
safe,O
environment,O
to,O
perfect,O
their,O
moves,O
.,O
sep,sep
??O,
The,B-LOCATION
Sports,I-LOCATION
Medicine,I-LOCATION
Room,I-LOCATION
is,O
where,O
athletes,O
receive,O
immediate,O
treatment,O
for,O
injuries,O
",",O
including,O
ice,O
packs,O
",",O
wraps,O
",",O
and,O
muscle,O
therapy,O
.,O
sep,sep
??O,
The,O
coach,O
is,O
waiting,O
in,O
The,B-LOCATION
Locker,I-LOCATION
Room,I-LOCATION
to,O
give,O
a,O
motivational,O
speech,O
before,O
the,O
team,O
heads,O
out,O
to,O
the,O
field,O
.,O
sep,sep
??O,
The,B-LOCATION
Yoga,I-LOCATION
Studio,I-LOCATION
offers,O
a,O
peaceful,O
environment,O
for,O
athletes,O
to,O
improve,O
flexibility,O
",",O
balance,O
",",O
and,O
mindfulness,O
through,O
various,O
yoga,O
practices,O
.,O
sep,sep
??O,
The,O
players,O
will,O
be,O
using,O
The,B-LOCATION
Speed,I-LOCATION
Training,I-LOCATION
Zone,I-LOCATION
to,O
improve,O
their,O
agility,O
and,O
sprinting,O
technique,O
during,O
their,O
training,O
session,O
.,O
sep,sep
??O,
The,O
competition,O
judges,O
will,O
gather,O
in,O
The,B-LOCATION
Judges,I-LOCATION
',I-LOCATION
Panel,I-LOCATION
Room,I-LOCATION
to,O
deliberate,O
on,O
scores,O
and,O
rankings,O
during,O
the,O
gymnastics,O
meet,O
.,O
sep,sep
??O,
The,B-LOCATION
Squash,I-LOCATION
Courts,I-LOCATION
are,O
available,O
for,O
both,O
recreational,O
play,O
and,O
tournaments,O
",",O
with,O
hourly,O
bookings,O
available,O
for,O
members,O
.,O
sep,sep
??O,
The,B-LOCATION
Climbing,I-LOCATION
Wall,I-LOCATION
is,O
one,O
of,O
the,O
most,O
popular,O
spaces,O
in,O
the,O
gym,O
",",O
where,O
climbers,O
challenge,O
themselves,O
to,O
scale,O
varying,O
levels,O
of,O
difficulty,O
.,O
sep,sep
??O,
The,B-LOCATION
Billiard,I-LOCATION
Room,I-LOCATION
is,O
where,O
some,O
of,O
the,O
players,O
unwind,O
and,O
relax,O
after,O
training,O
",",O
enjoying,O
a,O
few,O
games,O
of,O
pool,O
with,O
friends,O
.,O
sep,sep
??O,
The,O
referee,O
will,O
wait,O
for,O
the,O
next,O
match,O
in,O
The,B-LOCATION
Officials,I-LOCATION
',I-LOCATION
Room,I-LOCATION
",",O
where,O
they,O
review,O
game,O
rules,O
and,O
strategies,O
before,O
stepping,O
onto,O
the,O
court,O
.,O
sep,sep
??O,
The,B-LOCATION
Archery,I-LOCATION
Range,I-LOCATION
is,O
where,O
athletes,O
practice,O
their,O
shooting,O
skills,O
",",O
focusing,O
on,O
accuracy,O
and,O
consistency,O
with,O
the,O
bow,O
and,O
arrow,O
.,O
sep,sep
??O,
The,O
team,O
is,O
meeting,O
in,O
The,B-LOCATION
Locker,I-LOCATION
Room,I-LOCATION
before,O
their,O
big,O
game,O
",",O
getting,O
their,O
gear,O
on,O
and,O
making,O
final,O
adjustments,O
to,O
their,O
uniforms,O
.,O
sep,sep
??O,
The,B-LOCATION
Volleyball,I-LOCATION
Court,I-LOCATION
is,O
ready,O
for,O
use,O
",",O
with,O
players,O
already,O
warming,O
up,O
for,O
their,O
next,O
match,O
in,O
the,O
upcoming,O
tournament,O
.,O
sep,sep
??O,
The,B-LOCATION
Circuit,I-LOCATION
Training,I-LOCATION
Room,I-LOCATION
is,O
designed,O
for,O
individuals,O
who,O
want,O
to,O
work,O
on,O
their,O
endurance,O
and,O
strength,O
with,O
a,O
variety,O
of,O
machines,O
and,O
exercises,O
.,O
sep,sep
??O,
The,O
athletes,O
will,O
be,O
using,O
The,B-LOCATION
Nutrition,I-LOCATION
Center,I-LOCATION
to,O
prepare,O
healthy,O
meals,O
and,O
snacks,O
that,O
align,O
with,O
their,O
dietary,O
needs,O
during,O
training,O
.,O
sep,sep
??O,
The,B-LOCATION
Sports,I-LOCATION
Hall,I-LOCATION
hosts,O
multiple,O
events,O
",",O
including,O
basketball,O
",",O
volleyball,O
",",O
and,O
indoor,O
soccer,O
",",O
providing,O
a,O
versatile,O
space,O
for,O
different,O
sports,O
.,O
sep,sep
??O,
The,O
coaches,O
are,O
holding,O
a,O
tactical,O
discussion,O
in,O
The,B-LOCATION
Meeting,I-LOCATION
Room,I-LOCATION
",",O
going,O
over,O
strategies,O
for,O
the,O
upcoming,O
season,O
.,O
sep,sep
??O,
The,B-LOCATION
Ice,I-LOCATION
Bath,I-LOCATION
Room,I-LOCATION
is,O
where,O
athletes,O
go,O
to,O
recover,O
after,O
intense,O
training,O
sessions,O
",",O
helping,O
to,O
reduce,O
inflammation,O
and,O
muscle,O
soreness,O
.,O
sep,sep
??O,
The,O
players,O
head,O
over,O
to,O
The,B-LOCATION
Strength,I-LOCATION
Room,I-LOCATION
for,O
their,O
daily,O
lifting,O
session,O
",",O
building,O
muscle,O
and,O
power,O
to,O
improve,O
their,O
game,O
performance,O
.,O
sep,sep
??O,
The,O
fans,O
will,O
be,O
sitting,O
in,O
The,B-LOCATION
Grandstands,I-LOCATION
",",O
enjoying,O
the,O
view,O
of,O
the,O
entire,O
field,O
and,O
cheering,O
for,O
their,O
favorite,O
teams,O
during,O
the,O
match,O
.,O
sep,sep
??O,
The,B-LOCATION
Press,I-LOCATION
Room,I-LOCATION
is,O
where,O
journalists,O
gather,O
to,O
get,O
the,O
latest,O
updates,O
on,O
the,O
game,O
and,O
interview,O
players,O
after,O
the,O
event,O
.,O
sep,sep
??O,
The,O
athletes,O
are,O
warming,O
up,O
in,O
The,B-LOCATION
Indoor,I-LOCATION
Field,I-LOCATION
before,O
heading,O
out,O
for,O
their,O
training,O
session,O
under,O
the,O
dome,O
",",O
ensuring,O
they,O
??O,
re,O
ready,O
for,O
the,O
day,O
ahead,O
.,O
sep,sep
??O,
Please,O
proceed,O
to,O
The,B-LOCATION
Check,I-LOCATION
-,I-LOCATION
in,I-LOCATION
Desk,I-LOCATION
where,O
the,O
airline,O
staff,O
will,O
verify,O
your,O
documents,O
and,O
issue,O
your,O
boarding,O
pass,O
.,O
sep,sep
??O,
After,O
security,O
",",O
passengers,O
can,O
relax,O
in,O
The,B-LOCATION
Lounge,I-LOCATION
",",O
which,O
offers,O
comfortable,O
seating,O
",",O
refreshments,O
",",O
and,O
a,O
quiet,O
space,O
before,O
boarding,O
.,O
sep,sep
??O,
The,B-LOCATION
Baggage,I-LOCATION
Claim,I-LOCATION
Area,I-LOCATION
is,O
where,O
you,O
??O,
ll,O
collect,O
your,O
checked,O
luggage,O
after,O
arriving,O
at,O
your,O
destination,O
.,O
sep,sep
??O,
The,B-LOCATION
Duty,I-LOCATION
-,I-LOCATION
Free,I-LOCATION
Shop,I-LOCATION
is,O
located,O
just,O
after,O
passport,O
control,O
",",O
where,O
travelers,O
can,O
purchase,O
luxury,O
items,O
and,O
souvenirs,O
.,O
sep,sep
??O,
If,O
you,O
need,O
assistance,O
",",O
visit,O
The,B-LOCATION
Information,I-LOCATION
Desk,I-LOCATION
near,O
the,O
entrance,O
",",O
where,O
airport,O
staff,O
can,O
answer,O
any,O
questions,O
you,O
might,O
have,O
.,O
sep,sep
??O,
The,B-LOCATION
Customs,I-LOCATION
Office,I-LOCATION
is,O
where,O
international,O
passengers,O
must,O
declare,O
their,O
goods,O
before,O
leaving,O
the,O
airport,O
.,O
sep,sep
??O,
The,O
flight,O
information,O
for,O
your,O
departing,O
flight,O
can,O
be,O
found,O
on,O
the,O
screens,O
in,O
The,B-LOCATION
Departure,I-LOCATION
Hall,I-LOCATION
",",O
located,O
on,O
the,O
upper,O
level,O
.,O
sep,sep
??O,
After,O
passing,O
through,O
security,O
",",O
head,O
to,O
The,B-LOCATION
Security,I-LOCATION
Screening,I-LOCATION
Room,I-LOCATION
",",O
where,O
you,O
will,O
undergo,O
a,O
routine,O
security,O
check,O
.,O
sep,sep
??O,
If,O
you,O
',O
re,O
feeling,O
hungry,O
before,O
your,O
flight,O
",",O
The,B-LOCATION
Food,I-LOCATION
Court,I-LOCATION
offers,O
a,O
variety,O
of,O
dining,O
options,O
for,O
all,O
tastes,O
.,O
sep,sep
??O,
You,O
can,O
purchase,O
your,O
travel,O
essentials,O
in,O
The,B-LOCATION
Convenience,I-LOCATION
Store,I-LOCATION
",",O
located,O
near,O
The,B-LOCATION
Terminal,I-LOCATION
Gate,I-LOCATION
.,O
sep,sep
??O,
The,B-LOCATION
VIP,I-LOCATION
Lounge,I-LOCATION
offers,O
exclusive,O
services,O
and,O
amenities,O
for,O
premium,O
passengers,O
",",O
ensuring,O
a,O
comfortable,O
wait,O
before,O
boarding,O
.,O
sep,sep
??O,
Passengers,O
can,O
find,O
several,O
charging,O
stations,O
in,O
The,B-LOCATION
Waiting,I-LOCATION
Area,I-LOCATION
",",O
where,O
you,O
can,O
power,O
up,O
your,O
devices,O
while,O
waiting,O
for,O
your,O
flight,O
.,O
sep,sep
??O,
The,O
airline,O
staff,O
is,O
preparing,O
for,O
boarding,O
in,O
The,B-LOCATION
Gate,I-LOCATION
Area,I-LOCATION
",",O
where,O
you,O
??O,
ll,O
present,O
your,O
boarding,O
pass,O
before,O
entering,O
the,O
plane,O
.,O
sep,sep
??O,
If,O
you,O
have,O
any,O
concerns,O
about,O
lost,O
property,O
",",O
visit,O
The,B-LOCATION
Lost,I-LOCATION
and,I-LOCATION
Found,I-LOCATION
Office,I-LOCATION
",",O
where,O
all,O
misplaced,O
items,O
are,O
stored,O
until,O
claimed,O
.,O
sep,sep
??O,
The,B-LOCATION
Arrivals,I-LOCATION
Hall,I-LOCATION
is,O
where,O
family,O
and,O
friends,O
wait,O
to,O
greet,O
passengers,O
after,O
their,O
international,O
or,O
domestic,O
flights,O
.,O
sep,sep
??O,
The,O
escalators,O
will,O
take,O
you,O
to,O
The,B-LOCATION
International,I-LOCATION
Departures,I-LOCATION
Lounge,I-LOCATION
",",O
where,O
you,O
can,O
enjoy,O
the,O
amenities,O
before,O
your,O
international,O
flight,O
.,O
sep,sep
??O,
Passengers,O
who,O
need,O
to,O
make,O
last,O
-,O
minute,O
purchases,O
can,O
visit,O
The,B-LOCATION
Souvenir,I-LOCATION
Shop,I-LOCATION
",",O
located,O
near,O
The,B-LOCATION
Main,I-LOCATION
Terminal,I-LOCATION
Entrance,I-LOCATION
.,O
sep,sep
??O,
If,O
you,O
need,O
a,O
moment,O
to,O
relax,O
or,O
meditate,O
",",O
The,B-LOCATION
Quiet,I-LOCATION
Room,I-LOCATION
provides,O
a,O
peaceful,O
environment,O
free,O
of,O
distractions,O
.,O
sep,sep
??O,
The,B-LOCATION
Airport,I-LOCATION
Medical,I-LOCATION
Center,I-LOCATION
is,O
equipped,O
to,O
handle,O
minor,O
injuries,O
",",O
medical,O
emergencies,O
",",O
or,O
any,O
health,O
-,O
related,O
concerns,O
during,O
your,O
travel,O
.,O
sep,sep
??O,
Travelers,O
will,O
find,O
The,B-LOCATION
Business,I-LOCATION
Center,I-LOCATION
in,O
the,O
terminal,O
",",O
offering,O
workspace,O
with,O
computers,O
",",O
fax,O
machines,O
",",O
and,O
high,O
-,O
speed,O
internet,O
access,O
.,O
sep,sep
??O,
The,B-LOCATION
Airline,I-LOCATION
Ticket,I-LOCATION
Counter,I-LOCATION
is,O
where,O
you,O
can,O
purchase,O
tickets,O
",",O
check,O
-,O
in,O
",",O
or,O
ask,O
about,O
any,O
booking,O
issues,O
for,O
your,O
flight,O
.,O
sep,sep
??O,
If,O
you,O
',O
re,O
feeling,O
unwell,O
",",O
The,B-LOCATION
First,I-LOCATION
Aid,I-LOCATION
Station,I-LOCATION
is,O
staffed,O
by,O
medical,O
professionals,O
who,O
can,O
provide,O
immediate,O
assistance,O
.,O
sep,sep
??O,
The,B-LOCATION
Smoking,I-LOCATION
Area,I-LOCATION
is,O
located,O
just,O
outside,O
the,O
terminal,O
building,O
for,O
passengers,O
who,O
wish,O
to,O
smoke,O
before,O
or,O
after,O
their,O
flight,O
.,O
sep,sep
??O,
The,B-LOCATION
Observation,I-LOCATION
Deck,I-LOCATION
provides,O
a,O
stunning,O
view,O
of,O
the,O
runway,O
",",O
perfect,O
for,O
